File,UR,Test Time
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_D041024_019229-09_10Apr2024125157.mat,0.41165181682412205,2024-04-10 12:51:57
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3304_9411-22_10Mar2021145945.mat,0.6174132275560738,2021-03-10 14:59:45
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3305_9581-1_16Mar2021103954.mat,0.8241100319214033,2021-03-16 10:39:54
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3305_9581-2_16Mar2021133258.mat,0.8224187772739895,2021-03-16 13:32:58
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3305_9581-3_17Mar2021122511.mat,0.823547271234605,2021-03-17 12:25:11
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3348_9941-2_16Mar2021134318.mat,0.6161103061304242,2021-03-16 13:43:18
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3447_111482-12_21Sep2021091148.mat,0.4742526431250452,2021-09-21 09:11:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3447_11482-12_21Sep2021090141.mat,0.46840050597175714,2021-09-21 09:01:41
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3447_11482test_21Sep2021083109.mat,0.4794612582162108,2021-09-21 08:31:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3447_11482_21Sep2021085910.mat,0.43183978763355635,2021-09-21 08:59:10
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3689_015082_13Jan2022075652.mat,0.44100064771346764,2022-01-13 07:56:52
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3715_015423_21Mar2022071646.mat,0.6168201306158178,2022-03-21 07:16:46
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3715_015470_21Mar2022120823.mat,0.6079468230017198,2022-03-21 12:08:23
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3720_015598_01Apr2022065048.mat,0.7864519368726317,2022-04-01 06:50:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3787_017024_26Sep2022062910.mat,0.7133765670224375,2022-09-26 06:29:10
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3845_017983_22Dec2022092829.mat,0.5656768952071437,2022-12-22 09:28:29
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3845_017989_22Dec2022100314.mat,0.6801457079868344,2022-12-22 10:03:14
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3845_017999_22Dec2022120951.mat,0.4245869780437681,2022-12-22 12:09:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3866_018056_13Jan2023062818.mat,0.7660303708500014,2023-01-13 06:28:18
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3866_018082_13Jan2023091848.mat,0.5506307060371616,2023-01-13 09:18:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM3866_018093_13Jan2023110028.mat,0.7572566756135297,2023-01-13 11:00:28
